d,x,regime,phi_a,phi_b,target_difference,theoretical_bound,representation_distance,indistinguishable
0.1,0.7152698353286933,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.15599102732261771,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.8452088463348866,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.214495034172401,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.4127483393911855,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.4137604310991858,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.04633768978265618,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9049904282084853,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9468006466011301,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.2865572848647602,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.49246765247474134,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.8039372838760315,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.23854233913248857,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.22877562371946514,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.4592651872471767,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.7334459835031455,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.7849792272104572,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.9963682238696876,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.5255374282782288,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.6189325177054181,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.2784174392851164,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.5449187503356108,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.5821306509718223,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.8169298964431191,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.6344540015152722,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.0679971724109083,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.4797205691252253,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.7458717976560796,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.8928117786822543,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.605839376454282,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.35641051629417264,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.07828174675552124,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.04802168304651522,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.08759571965009272,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.4592879410994537,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.4791975823807606,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.46088016473893445,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.13025123921138504,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.9357666605760042,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.7992196548412991,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.48812365962949245,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.5577525197458773,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.6607378978230116,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.47164107896492813,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.30950064143013334,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.006150742417380561,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.4043130656082028,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9888145923654321,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.5865227529641686,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.9014214844330504,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9072770127610534,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.22743319749475832,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.04912431712130805,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.8282574348692169,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.00839759326178946,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.4534342640622766,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.15866354285373863,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.8471249917027401,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.4341712990684854,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.5579245254168461,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.8874979969348114,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.45878462494768923,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.22918533573857847,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.7060350861125313,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.013691044061096669,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.6679307363934819,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.47627692737809557,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.8132460696686934,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.4630246056374723,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.13159075331795367,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.628041926397312,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.3175909861569175,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.6452120471825318,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.7997939791519331,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.399954880488093,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.6150584205536416,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.7551450057242699,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.34391080908622573,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.07539281140034193,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.3337412174692349,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.11317642222437074,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.17109794556340163,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.5085950572324311,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.861384204995375,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.3811822324470917,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.905392452819151,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.8898059822179134,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.5763859333395975,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.964407319465105,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.26058124299304897,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.64549181166322,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.2977129604360824,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.6066154207899217,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.9409205436385051,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.6764918378562408,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.4894497934337676,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.218689766073624,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.9103464518063316,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.7634253391195944,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.6469552796028921,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.3471389638919997,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.1905422132180956,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.9280162454270979,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.21049316865814816,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.588180909994884,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.8884597191285108,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.7217947798934423,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.3866736219255136,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.8417916323476329,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.04359429669335335,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.6804354125476306,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.7769751930153768,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.09688425474414486,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.4429915850273789,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.22557220497124408,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.8755892952698585,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.23036258171248747,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.366564605909824,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.6575705868014277,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.25114894519639175,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.44486449900321423,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.3562118114481079,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.7738593471613402,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.23774158185681382,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.6244029760163261,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.12817241266453872,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.63694827377485,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.850989642710668,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.42520433839566185,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.42059323090714007,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.7704036097936089,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.08334815590326605,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.7997120578711134,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.852233204579931,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.08098571903154661,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.0313234654596255,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.7673848403253414,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.8095800026625144,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.8924407449849374,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.41731625073671164,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.9671058225924811,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.49924912547425393,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.4081600594637209,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.12733306640424824,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.6994847909970212,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.7453874988261173,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.39934225455299255,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.37106524114965,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.3571446153375304,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.4875327977896633,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.32273704677186443,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.7362649934033727,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9412894956554045,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.949399966465097,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.2733239512178338,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.9832286287329699,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.3754439151517126,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.6312802355192311,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.7603765281526325,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.05535833868556783,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.6925309283603391,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.17411408655593763,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.7958049962626723,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.04765784277307872,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.6191924548505301,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.7977561645815587,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.7928248796583686,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.6112099965971571,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.38201691095848567,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.35291483651274436,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.7636674087551842,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.2052439862300759,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.6789095345535539,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.3760127744590034,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.929645204974815,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.9764288325282982,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.4630115882449697,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.6449326440940126,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.6625333869505821,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9561146194240329,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.8786167140913206,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.26025557277455635,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.8875272581262805,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.8357910311198082,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.8716453143174834,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9421740852283209,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.4992893000910221,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.056483498876022775,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.5542594545316981,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.4527163386220667,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.09124005371828181,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9723280882765233,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9595965600016509,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.6811286228637581,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.6305426582080407,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.27751928673165605,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.43799329170498935,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.7407965863974528,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.5050683075077049,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.17518316972415682,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.15634082984207964,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.3313452221469564,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.060836377829430965,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.6149836815194409,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.3799394874654398,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.5998178362496549,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.05388956507324738,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.4296790841221696,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.8689320215151528,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.4015159674383897,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.47968333099846316,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9584047822053783,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9252374598718902,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.989298996773726,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.6023595526594803,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.50112674891195,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.34301449230510705,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9678456411950984,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.013842838957736303,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.5756454273521052,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.36061337417963935,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.5041963236166997,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.48285046000332743,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.7464557795245894,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.30620170540079217,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.3039364571559997,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.09259095037883447,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.23558652599215324,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.862069360652139,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.3707328221673134,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.791727534157705,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.13735888748983616,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.15485034001520592,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.5012253339975778,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.7739052260105901,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.46236524230627474,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.6155228312052421,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.1484836835988692,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.7791859424571712,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.9779579986164688,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9055581133516195,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.34501955726892186,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.33429119879228564,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.1822361587399839,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.38814373102906474,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.04383334144119866,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.4489084697508863,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.20867536968170053,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.9570180071418772,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.6593357511484534,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.4882448635448178,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9376303373764001,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.12881517729272995,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.6510700574819994,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.10251441744672807,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.959825575249114,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.07418140961152409,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.5291365758836162,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.961965348254235,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.9373125880619537,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.9329693660055711,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.3604623549487125,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.4553969551137096,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.4023614249712628,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.6245530065190772,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.8830529746459226,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.94595268765798,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.024679492901452216,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.088359890069025,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.7905920353695408,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.023639382588547697,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.982166459196181,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.1794978071694724,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.05138513163268077,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.21650207918539022,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.1643578273965367,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.02975693595070772,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.5179147945713967,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.4659572306168702,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.8353093229547945,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9904402568805826,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.7214013813439157,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.7158877279811191,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.5825335143095172,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9122989114063498,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.7826675562158611,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.8799352982242197,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.4590472113813513,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.3935274643408879,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.3050644130638338,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.9756345000384372,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.4841436773691148,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,0.6109333377560109,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.36112120211154464,preserved,-0.1,0.1,0.2,0.1,0.2,False
0.1,-0.9195593529954582,preserved,-0.1,0.1,0.2,0.1,0.2,False
